frame,time_s,raw_elbow,true_elbow,raw_shFlex,true_shFlex,raw_shAbd,true_shAbd,q_sho_x,q_sho_y,q_sho_z,q_sho_w,occluded
134,4.467,55.354,87.520,166.848,25.835,157.475,30.934,0.999862,0.000802,0.016610,-0.000016,0
135,4.500,56.054,88.362,166.775,25.913,157.311,31.086,0.999854,-0.000920,0.017087,0.000011,0
136,4.533,56.510,88.911,167.709,24.915,157.415,30.989,0.999852,-0.001699,0.017094,0.000031,0
137,4.567,55.582,87.794,166.652,26.045,157.294,31.101,0.999900,-0.001175,0.014111,0.000017,0
138,4.600,55.991,88.286,166.765,25.924,157.678,30.747,0.999811,-0.003378,0.019158,0.000079,0
139,4.633,57.034,89.541,168.308,24.275,157.550,30.865,0.999899,-0.000329,0.014242,0.000008,0
140,4.667,57.117,89.641,168.018,24.585,157.431,30.975,0.999889,0.000075,0.014911,-0.000002,0
141,4.700,57.490,90.089,169.206,23.316,157.421,30.983,0.999935,0.000993,0.011333,-0.000016,0
142,4.733,56.779,89.233,168.506,24.063,157.209,31.179,0.999916,-0.000969,0.012936,0.000017,0
143,4.767,56.393,88.769,167.971,24.635,157.393,31.010,0.999872,-0.003108,0.015702,0.000067,0
144,4.800,56.485,88.881,168.421,24.154,157.371,31.029,0.999932,0.001576,0.011545,-0.000021,0
145,4.833,56.346,88.713,167.928,24.681,157.465,30.943,0.999917,-0.000461,0.012873,0.000012,0
146,4.867,56.805,89.266,168.018,24.585,157.256,31.136,0.999943,0.001721,0.010491,-0.000031,0
147,4.900,57.059,89.570,168.976,23.561,157.553,30.862,0.999936,0.001822,0.011167,-0.000030,0
148,4.933,56.925,89.410,168.595,23.968,157.810,30.626,0.999939,0.007112,0.008403,-0.000127,0
149,4.967,56.244,88.590,168.327,24.255,157.606,30.813,0.999950,0.005518,0.008316,-0.000089,0
150,5.000,57.644,90.274,169.536,22.963,157.952,30.495,0.999937,0.002641,0.010874,-0.000047,0
151,5.033,56.798,89.257,168.853,23.692,157.971,30.477,0.999935,0.002277,0.011138,-0.000042,0
152,5.067,56.931,89.416,169.539,22.959,157.727,30.702,0.999953,0.005040,0.008268,-0.000069,0
153,5.100,56.897,89.376,169.002,23.534,157.492,30.919,0.999940,-0.000613,0.010897,0.000011,0
154,5.133,56.926,89.411,168.884,23.659,157.522,30.890,0.999932,0.000925,0.011657,-0.000013,0
155,5.167,56.279,88.633,167.403,25.242,157.314,31.082,0.999903,-0.000910,0.013868,0.000017,0
156,5.200,56.805,89.266,167.746,24.876,157.268,31.125,0.999937,0.002356,0.010953,-0.000041,0
157,5.233,57.126,89.651,168.569,23.996,157.700,30.727,0.999937,0.003673,0.010588,-0.000056,0
158,5.267,57.174,89.708,169.049,23.484,157.633,30.788,0.999954,0.005771,0.007605,-0.000074,0
159,5.300,57.137,89.664,169.178,23.345,157.461,30.947,0.999921,0.002095,0.012358,-0.000033,0
160,5.333,56.802,89.262,167.617,25.014,157.469,30.940,0.999790,-0.003704,0.020140,0.000092,0
161,5.367,56.538,88.944,168.545,24.022,157.723,30.706,0.999899,0.001776,0.014088,-0.000032,0
162,5.400,56.587,89.003,167.420,25.224,157.589,30.829,0.999859,-0.001075,0.016768,0.000019,0
163,5.433,56.784,89.240,167.841,24.774,157.761,30.670,0.999846,-0.000435,0.017560,0.000006,0
164,5.467,56.810,89.271,167.435,25.208,157.789,30.644,0.999741,-0.004482,0.022309,0.000127,0
165,5.500,56.809,89.270,167.456,25.185,157.592,30.826,0.999829,-0.002773,0.018264,0.000060,0
166,5.533,56.853,89.323,167.425,25.219,157.612,30.808,0.999839,-0.001089,0.017899,0.000024,0
167,5.567,56.915,89.397,167.953,24.654,157.778,30.655,0.999817,-0.002510,0.018977,0.000063,0
168,5.600,56.206,88.545,167.899,24.712,158.005,30.445,0.999794,-0.003441,0.020005,0.000100,0
169,5.633,56.524,88.927,167.389,25.257,157.721,30.707,0.999842,-0.002572,0.017570,0.000061,0
170,5.667,56.839,89.306,168.022,24.581,157.727,30.701,0.999831,-0.002117,0.018287,0.000054,0
171,5.700,56.391,88.767,168.086,24.512,157.781,30.652,0.999942,0.004344,0.009833,-0.000073,0
172,5.733,56.612,89.033,167.180,25.480,157.628,30.793,0.999896,0.000881,0.014427,-0.000023,0
173,5.767,57.174,89.709,167.818,24.798,157.537,30.877,0.999926,0.002777,0.011821,-0.000057,0
174,5.800,56.876,89.351,168.336,24.245,157.660,30.764,0.999802,-0.005269,0.019213,0.000144,0
175,5.833,56.361,88.731,167.667,24.960,157.547,30.867,0.999896,-0.000587,0.014411,0.000011,0
176,5.867,56.578,88.993,168.084,24.514,157.805,30.630,0.999874,-0.000262,0.015890,0.000007,0
177,5.900,56.272,88.624,168.214,24.375,157.555,30.861,0.999913,0.001009,0.013122,-0.000021,0
178,5.933,56.632,89.057,167.865,24.749,157.612,30.808,0.999911,-0.000294,0.013346,0.000006,0
179,5.967,56.925,89.409,167.829,24.787,157.494,30.916,0.999882,-0.002033,0.015237,0.000040,0
180,6.000,56.574,88.988,167.841,24.774,157.912,30.531,0.999902,0.000567,0.014001,-0.000012,0
181,6.033,55.950,88.237,168.263,24.323,157.607,30.812,0.999912,-0.000668,0.013227,0.000016,0
182,6.067,55.811,88.070,167.474,25.166,157.753,30.678,0.999918,0.001255,0.012763,-0.000025,0
183,6.100,56.005,88.303,167.528,25.108,157.575,30.842,0.999921,0.001213,0.012496,-0.000026,0
184,6.133,56.761,89.212,167.482,25.157,157.786,30.647,0.999877,-0.000571,0.015651,0.000011,0
185,6.167,56.365,88.736,167.622,25.008,157.759,30.672,0.999916,0.001418,0.012871,-0.000031,0
186,6.200,56.341,88.707,168.034,24.568,158.002,30.448,0.999910,0.002974,0.013108,-0.000073,0
187,6.233,56.614,89.036,168.341,24.240,157.721,30.707,0.999943,0.005099,0.009397,-0.000094,0
188,6.267,56.707,89.147,167.444,25.198,157.444,30.962,0.999923,0.001175,0.012350,-0.000028,0
189,6.300,56.423,88.806,167.617,25.013,157.476,30.933,0.999896,-0.000974,0.014365,0.000020,0
190,6.333,55.954,88.242,167.092,25.575,157.471,30.938,0.999916,0.001417,0.012864,-0.000031,0
191,6.367,56.800,89.260,167.467,25.174,157.652,30.770,0.999918,0.001966,0.012640,-0.000046,0
192,6.400,56.908,89.389,167.749,24.872,157.372,31.029,0.999915,0.000794,0.012998,-0.000021,0
193,6.433,56.157,88.486,167.585,25.047,157.447,30.959,0.999898,-0.000252,0.014273,0.000004,0
194,6.467,56.477,88.871,167.492,25.147,157.541,30.873,0.999905,0.001752,0.013656,-0.000042,0
195,6.500,56.871,89.345,167.817,24.800,157.293,31.102,0.999899,0.000520,0.014199,-0.000013,0
196,6.533,56.881,89.356,167.574,25.060,157.188,31.199,0.999908,-0.000055,0.013532,-0.000004,0
197,6.567,57.343,89.912,168.385,24.192,157.680,30.745,0.999942,0.004376,0.009847,-0.000083,0
198,6.600,57.025,89.530,168.282,24.303,157.552,30.863,0.999942,0.004291,0.009862,-0.000074,0
199,6.633,56.711,89.152,167.946,24.662,157.407,30.996,0.999944,0.004013,0.009809,-0.000070,0
